,title,publication_date
5333,Survey of bilingualism in autism spectrum disorders.,2012-01-25
5334,On the parallel deterioration of lexico-semantic processes in the bilinguals' two languages: evidence from Alzheimer's disease.,2012-01-21
5335,The receptive-expressive gap in the vocabulary of young second-language learners: Robustness and possible mechanisms.,2012-01-17
5336,Language lateralisation in late proficient bilinguals: a lexical decision fMRI study.,2012-01-17
5337,Behavior changes in patients with diabetes and hypertension after experiencing shared medical appointments.,2012-01-17
5338,Bilingual picture-word studies constrain theories of lexical selection.,2012-01-11
5339,Cross-cultural adaptation of the Brazilian version of the Voice Symptom Scale: VoiSS.,2012-01-11
5340,Predictors of second language acquisition in Latino children with specific language impairment.,2012-01-11
5341,Evaluation of the Manchester clinical supervision scale: Norwegian and Swedish versions.,2012-01-11
5342,Effects of cross-language voice training on speech perception: whose familiar voices are more intelligible?,2012-01-10
5343,Are phonological representations in bilinguals language specific? An ERP study on interlingual homophones.,2012-01-10
5344,Learning foreign labels from a foreign speaker: the role of (limited) exposure to a second language.,2012-01-06
5345,Collection of language data and services provided by health plans.,2012-01-06
5346,The translation of the Vertigo Symptom Scale into Afrikaans: a pilot study.,2012-01-06
5347,Item-level psychometrics and predictors of performance for Spanish/English bilingual speakers on an object and action naming battery.,2012-01-05
5348,The acquisition of phonetic categories in bilingual infants: new data from an anticipatory eye movement paradigm.,2012-01-05
5349,"Speed of processing, anticipation, inhibition and working memory in bilinguals.",2012-01-05
5350,Assessing the Phonological Skills of Bilingual Children From Preschool Through Kindergarten: Developmental Progression and Cross-Language Transfer.,2012-01-01
5351,Age of acquisition and proficiency in a second language independently influence the perception of non-native speech.,2012-01-01
5352,"Perceptions of risk factors of cardiovascular disease and cardiac rehabilitation: a cross-sectional study targeting the Chinese population in the Midlands, UK.",2012-01-01
5353,Can yu rid guat ay rot? A developmental investigation of cross-linguistic spelling errors among Spanish-English bilingual students.,2012-01-01
5354,[HIV PREVENTION FOR HISPANIC WOMEN FIFTY YEARS AND OLDER.].,2012-01-01
5355,[Not Available].,2012-01-01
5356,Metalinguistic Ability in Bilingual Children: The Role of Executive Control.,2012-01-01
5357,[An analysis of code-switching phenomenon in bimodal bilinguals (Libras and Portuguese).].,2012-01-01
5358,What do foreign neighbors say about the mental lexicon?,2012-01-01
5359,"Collaborative care for the treatment of depression in primary care with a low-income, spanish-speaking population: outcomes from a community-based program evaluation.",2012-01-01
5360,Storytelling in Mexican Homes: Connections Between Oral and Literacy Practices.,2012-01-01
5361,Effects of Marathi-Hindi bilingualism on neuropsychological performance.,2011-12-31
5362,On the temporal and functional origin of l2 disadvantages in speech production: a critical review.,2011-12-29
5363,Language services in hospitals: discordance in availability and staff use.,2011-12-29
5364,Contribution of linguistic variables to bilingual listeners' perception of degraded English sentences.,2011-12-27
5365,Bilingual listeners' perception of temporally manipulated English passages.,2011-12-27
5366,Semantic deficits in Spanish-English bilingual children with language impairment.,2011-12-27
5367,DTI reveals structural differences in white matter tracts between bilingual and monolingual children.,2011-12-27
5368,Sex differences in visual realism in drawings of animate and inanimate objects.,2011-12-22
5369,The role of morphophonological regularity in young Spanish-speaking children's production of gendered noun phrases.,2011-12-21
5370,Syntactic processing in bilinguals: an fNIRS study.,2011-12-20
5371,Effect of colleague and coworker abuse on family physicians in Canada.,2011-12-16
5372,Effects of early bilingualism on learning phonological regularities in a new language.,2011-12-16
5373,The Time Course of Emotion Effects in First and Second Language Processing: A Cross Cultural ERP Study with German-Spanish Bilinguals.,2011-12-14
5374,Peer-led education for adolescents with asthma in Jordan: a cluster-randomized controlled trial.,2011-12-14
5375,Unconscious translation during incidental foreign language processing.,2011-12-14
5376,Spanish and English language performance in bilingual children with cochlear implants.,2011-12-07
5377,"Cross-language activation in children's speech production: evidence from second language learners, bilinguals, and trilinguals.",2011-12-06
5378,"""Down the language rabbit hole with alice"": a case study of a deaf girl with a cochlear implant.",2011-12-03
5379,Bilingualism and inhibitory control influence statistical learning of novel word forms.,2011-12-02
5380,On a Possible Relationship between Linguistic Expertise and EEG Gamma Band Phase Synchrony.,2011-11-30
5381,Visual working memory in deaf children with diverse communication modes: improvement by differential outcomes.,2011-11-29
5382,Multilingual children who stutter: clinical issues.,2011-11-29
5383,The Mexican-American Trial of Community Health workers (MATCH): design and baseline characteristics of a randomized controlled trial testing a culturally tailored community diabetes self-management intervention.,2011-11-26
5384,Implications of bilingual development for specific language impairments in Turkey.,2011-11-24
5385,Patterns of cluster reduction in the acquisition of #sC onsets: are bilinguals different from monolinguals?,2011-11-24
5386,Bilingualism and academic achievement.,2011-11-22
5387,The TwF project: promoting bilingualism for public health in Wales.,2011-11-22
5388,Lifelong bilingualism maintains white matter integrity in older adults.,2011-11-18
5389,Francophones living with HIV/AIDS in Ontario: the unknown reality of an invisible cultural minority.,2011-11-18
5390,Cognitive control for language switching in bilinguals: A quantitative meta-analysis of functional neuroimaging studies.,2011-11-17
5391,Korean version of the overactive bladder symptom score questionnaire: translation and linguistic validation.,2011-11-17
5392,Bilingual recognition memory: stronger performance but weaker levels-of-processing effects in the less fluent language.,2011-11-17
5393,Patient demographics in acute care surgery at the ruijin hospital in shanghai.,2011-11-16
5394,Bilingualism and creativity: benefits in convergent thinking come with losses in divergent thinking.,2011-11-16
5395,Differences in vocal characteristics between Cantonese and English produced by proficient Cantonese-English bilingual speakers--a long-term average spectral analysis.,2011-11-16
5396,Quality of reproductive health services to limited English proficient (LEP) patients.,2011-11-15
5397,Factors that influence mammography use and breast cancer detection among Mexican-American and African-American women.,2011-11-15
5398,The influence of expertise in simultaneous interpreting on non-verbal executive processes.,2011-11-08
5399,Individual differences in audio-vocal speech imitation aptitude in late bilinguals: functional neuro-imaging and brain morphology.,2011-11-08
5400,Dynamic assessment of word learning skills: identifying language impairment in bilingual children.,2011-11-05
5401,Normative performance on the executive clock drawing task in a multi-ethnic bilingual cohort: a project FRONTIER study.,2011-11-05
5402,Subjective wellbeing and its relationship with academic achievement and multilinguality among Lebanese university students.,2011-11-04
5403,Diffusion of cardiopulmonary resuscitation training to chinese immigrants with limited english proficiency.,2011-11-03
5404,Grammatical gender inhibition in bilinguals.,2011-11-03
5405,The Development of English Vowel Perception in Monolingual and Bilingual Infants: Neurophysiological Correlates.,2011-11-03
5406,The effects of age and production mode on the bilingual performance of Turkish learners of English in a serial recall task.,2011-11-03
5407,Second-language experience modulates first- and second-language word frequency effects: evidence from eye movement measures of natural paragraph reading.,2011-11-02
5408,"Being monolingual, bilingual or multilingual: pros and cons in patients with dementia.",2011-11-01
5409,Bilingualism tunes the anterior cingulate cortex for conflict monitoring.,2011-11-01
5410,Performance of an online translation tool when applied to patient educational material.,2011-10-29
5411,Evaluation of speech and language assessment approaches with bilingual children.,2011-10-27
5412,The Spanish Reasons for Living Inventory (SRFL-I): factor structure and association with suicide risk among Spanish speaking Hispanics.,2011-10-26
5413,Brain activity in bilingual developmental dyslexia: an fMRI study.,2011-10-26
5414,"Perspectives on Latino lay health promoter programs: Maryland, 2009.",2011-10-25
5415,Effects of speed of word processing on semantic access: the case of bilingualism.,2011-10-25
5416,Depressive disorder among Turkish women in the Netherlands: a qualitative study of idioms of distress.,2011-10-22
5417,When the tail counts: the advantage of bilingualism through the ex-gaussian distribution analysis.,2011-10-19
5418,"Cultural competence clinic: an online, interactive, simulation for working effectively with Arab American Muslim patients.",2011-10-19
5419,Validation of the Brazilian version in Portuguese of the Thoracic-Lumbar Control Scale for spinal cord injury.,2011-10-19
5420,"Reducing cardiovascular disease risk using patient navigators, Denver, Colorado, 2007-2009.",2011-10-19
5421,Properties of dual language exposure that influence 2-year-olds' bilingual proficiency.,2011-10-19
5422,Degree of bilingualism predicts age of diagnosis of Alzheimer's disease in low-education but not in highly educated Hispanics.,2011-10-18
5423,Characterizing the bilingual disadvantage in noun phrase production.,2011-10-15
5424,The neurology quality-of-life measurement initiative.,2011-10-14
5425,Articulatory behaviors of nonnative speakers: role of l2 proficiency and accent modification.,2011-10-13
5426,Identifying bilingual semantic neural representations across languages.,2011-10-08
5427,[Discussion on the Chinese edition of the WHO Standard Acupuncture Point Locations in the Western Pacific Region].,2011-10-07
5428,"The integration of lexical, syntactic, and discourse features in bilingual adolescents' writing: an exploratory approach.",2011-10-05
5429,Mental addition in bilinguals: an FMRI study of task-related and performance-related activation.,2011-10-04
5430,Bilingual parents' modeling of pragmatic language use in multiparty interactions.,2011-10-01
5431,Error-related activity and correlates of grammatical plasticity.,2011-10-01
5432,Executive control of language in the bilingual brain: integrating the evidence from neuroimaging to neuropsychology.,2011-09-29
5433,Inhibition and adjective learning in bilingual and monolingual children.,2011-09-29
5434,Brief report: An exploratory study of lexical skills in bilingual children with autism spectrum disorder.,2011-09-29
5435,Comparison of throughput times for limited English proficiency patient visits in the emergency department between different interpreter modalities.,2011-09-29
5436,Therapeutic chorale for persons with chronic mental illness: a descriptive survey of participant experiences.,2011-09-24
5437,The impact of bilingual environments on language development in children with autism spectrum disorders.,2011-09-23
5438,"Ageing and bilingualism: absence of a ""bilingual advantage"" in stroop interference in a nonimmigrant sample.",2011-09-23
5439,Measurement properties of the English and Chinese versions of the Functional Assessment of Cancer Therapy-Breast (FACT-B) in Asian breast cancer patients.,2011-09-17
5440,Depression in patients receiving peritoneal dialysis.,2011-09-17
5441,Repetition priming within and between languages in semantic classification of concrete and abstract words.,2011-09-17
5442,Listeners feel the beat: entrainment to English and French speech rhythms.,2011-09-14
5443,Reshaping the mind: the benefits of bilingualism.,2011-09-14
5444,Adapting a tertiary-care pediatric weight management clinic to better reach Spanish-speaking families.,2011-09-13
5445,Emerging bilingualism: dissociating advantages for metalinguistic awareness and executive control.,2011-09-13
5446,Perspectives on preventive health care and barriers to breast cancer screening among Iraqi women refugees.,2011-09-09
5447,Cross-cultural adaptation of the Brazilian-Portuguese version of the chronic urticaria quality-of-life questionnaire - CU-Q2oL.,2011-09-09
5448,"Feasibility, acceptability and impact of a telephone support service initiated in primary medical care to help Arabic smokers quit.",2011-09-08
5449,Second-language experience and speech-in-noise recognition: effects of talker-listener accent similarity.,2011-09-08
5450,Escaping capture: bilingualism modulates distraction from working memory.,2011-09-06
5451,"Two words, one meaning: evidence of automatic co-activation of translation equivalents.",2011-09-03
5452,Attentional inhibition in bilingual naming performance: evidence from delta-plot analyses.,2011-09-03
5453,How linguistic and cultural forces shape conceptions of time: English and Mandarin time in 3D.,2011-09-03
5454,Fast automatic translation and morphological decomposition in Chinese-English bilinguals.,2011-09-02
5455,Reliability and validity of a bilingual measure of religiosity in English and Vietnamese: preliminary results from a pilot study.,2011-09-02
5456,Parent and teacher rating of bilingual language proficiency and language development concerns.,2011-09-01
5457,Telephone depression care management for Latino Medicaid health plan members: a pilot randomized controlled trial.,2011-09-01
5458,Traditional food and monetary access to market-food: correlates of food insecurity among Inuit preschoolers.,2011-09-01
5459,Coping resources and self-rated health among Latina breast cancer survivors.,2011-08-31
5460,Reasoning about other people's beliefs: bilinguals have an advantage.,2011-08-31
5461,Is There a Relationship between Language Switching and Executive Functions in Bilingualism? Introducing a within group Analysis Approach.,2011-08-27
5462,The experience of physicians who refer Latinos to hospice.,2011-08-27
5463,Linking behavioral and neurophysiological indicators of perceptual tuning to language.,2011-08-26
5464,Working memory in multilingual children: is there a bilingual effect?,2011-08-26
5465,A prospective study of Mexican American adolescents' academic success: considering family and individual factors.,2011-08-25
5466,Campaign awareness and oral cancer knowledge in UK resident adult Bangladeshi: a cross-sectional study.,2011-08-25
5467,The Lexical Stroop Sort (LSS) picture-word task: a computerized task for assessing the relationship between language and executive functioning in school-aged children.,2011-08-20
5468,Influence of L2 proficiency on kinematic duration of single words: Real and novel word production by Bengali-English speakers.,2011-08-19
5469,Do developmental communication disorders exist in the signed modality? Perspectives from professionals.,2011-08-17
5470,The interface of language proficiency and identity: a profile analysis of bilingual adolescents and their writing.,2011-08-17
5471,The cultural influences on help-seeking among a national sample of victimized Latino women.,2011-08-16
5472,Patient utilization of information sources about safety of medications during pregnancy.,2011-08-16
5473,"Seroprevalence of seven zoonotic infections in Nunavik, Quebec (Canada).",2011-08-10
5474,Risk for poor performance on a language screening measure for bilingual preschoolers and kindergarteners.,2011-08-09
5475,Implications of participation and equality in the research process for health promotion practice: domestic violence as an example.,2011-08-09
5476,Multiple instrument translation for use with South Asian Indian immigrants.,2011-08-06
5477,Chinese and Korean characters engage the same visual word form area in proficient early Chinese-Korean bilinguals.,2011-08-06
5478,"Two tongues, one brain: imaging bilingual speech production.",2011-08-04
5479,Telephone-based cognitive-behavioral therapy for Latino patients living in rural areas: a randomized pilot study.,2011-08-03
5480,Teletransmitted monitoring of blood pressure and bilingual nurse counseling-sustained improvements in blood pressure control during 12 months in hypertensive Korean Americans.,2011-08-03
5481,An exploration of differences in sleep characteristics between Mexico-born US immigrants and other Americans to address the Hispanic Paradox.,2011-08-02
5482,Production of a Catalan-specific vowel contrast by early Spanish-Catalan bilinguals.,2011-08-02
5483,Speaking systems engineering: bilingualism in health care delivery organizations.,2011-08-02
5484,The kinship or k-index as an antidote against the toxic effects of h-indices.,2011-07-30
5485,[Adaptation and validation of the Rheumatoid Arthritis Quality of Life Scale (RAQoL) to Mexican Spanish].,2011-07-29
5486,Voice onset time of voiceless bilabial and velar stops in 3-year-old bilingual children and their age-matched monolingual peers.,2011-07-27
5487,Latino families' experiences with family-centered rounds at an academic children's hospital.,2011-07-26
5488,Language control in different contexts: the behavioral ecology of bilingual speakers.,2011-07-23
5489,Cross-language intrusion errors in aging bilinguals reveal the link between executive control and language selection.,2011-07-22
5490,"Speech perception in noise by monolingual, bilingual and trilingual listeners.",2011-07-21
5491,"Bilingual lexical access during L1 sentence reading: The effects of L2 knowledge, semantic constraint, and L1-L2 intermixing.",2011-07-20
5492,The processing of two-digit numbers in bilinguals.,2011-07-15
5493,[Cognitive development and risk factors in bilingual pre-school children from an immigrant background].,2011-07-15
5494,"Bilingual teaching in nursing education in China: evolution, status, and future directions.",2011-07-14
5495,N400 amplitude reduction correlates with an increase in pupil size.,2011-07-13
5496,Cross-cultural adaptation and validation of a quality of life questionnaire: the Nasal Obstruction Symptom Evaluation questionnaire.,2011-07-12
5497,Language context elicits native-like stop voicing in early bilinguals' productions in both L1 and L2.,2011-07-12
5498,Ethnoracial differences in emergency department patients' tobacco use.,2011-07-12
5499,Communication Modes for Children with Cochlear Implant,2011
5500,Structural plasticity of the left caudate in bimodal bilinguals.,2011-07-12
5501,Cultural tailoring and feasibility assessment of a sexual health middle school curriculum: a pilot test in Puerto Rico.,2011-07-12
5502,Development and validation of the interprofessional collaborator assessment rubric (ICAR).,2011-07-08
5503,A preliminary comparison of verb tense production in Spanish speakers with expressive restrictions.,2011-07-07
5504,"The ""Perceptual Wedge Hypothesis"" as the basis for bilingual babies' phonetic processing advantage: new insights from fNIRS brain imaging.",2011-07-05
5505,Perceptions of cardiovascular health in an underserved community of deaf adults using American Sign Language.,2011-07-05
5506,Development of Spanish Version of the Littlears Parental Questionnaire for Use in the United States and Latin America.,2011-07-01
5507,The efficiency of attentional networks in early and late bilinguals: the role of age of acquisition.,2011-06-30
5508,"Where, when and why brain activation differs for bilinguals and monolinguals during picture naming and reading aloud.",2011-06-28
5509,How verbs can activate things: cross-language activation across word classes.,2011-06-24
5510,The unmet need for interpreting provision in UK primary care.,2011-06-23
5511,The role of age of acquisition in bilingual word translation: evidence from Spanish-English bilinguals.,2011-06-21
5512,Event-related brain potential investigation of preparation for speech production in late bilinguals.,2011-06-21
5513,Recruiting Latino and non-Latino families in pediatric research: considerations from a study on childhood disability.,2011-06-21
5514,Coordination of executive functions in monolingual and bilingual children.,2011-06-21
5515,Language and syntactic impairment following stroke in late bilingual aphasics.,2011-06-21
5516,The impact of bilingual language learning on whole-word complexity and segmental accuracy among children aged 18 and 36 months.,2011-06-21
5517,Principles underlying the Bilingual Aphasia Test (BAT) and its uses.,2011-06-17
5518,Are there bilingual advantages on nonlinguistic interference tasks? Implications for the plasticity of executive control processes.,2011-06-16
5519,"Prenatal stress, anxiety, and depressive symptoms as predictors of intention to breastfeed among Hispanic women.",2011-06-15
5520,The fertility quality of life (FertiQoL) tool: development and general psychometric properties.,2011-06-15
5521,Conducting a large survey of critical care nurses in Canada: lessons learnt.,2011-06-15
5522,Danish version of Visual Function Questionnaire-25 and its use in age-related macular degeneration.,2011-06-10
5523,Health is wealth: methods to improve attendance in a lifestyle intervention for a largely immigrant Filipino-American sample.,2011-06-08
5524,Culturally and linguistically diverse peoples' knowledge of accessibility and utilisation of health services: exploring the need for improvement in health service delivery.,2011-06-08
5525,Transposed letter priming with horizontal and vertical text in Japanese and English readers.,2011-06-07
5526,The use of the Bilingual Aphasia Test for assessment and transcranial direct current stimulation to modulate language acquisition in minimally verbal children with autism.,2011-06-03
5527,Use of the BAT with a Cantonese-Putonghua speaker with aphasia.,2011-06-03
5528,An automated version of the BAT Syntactic Comprehension task for assessing auditory L2 proficiency in healthy adults.,2011-06-03
5529,Adapting the Bilingual Aphasia Test to Rarotongan (Cook Islands Maori): Linguistic and clinical considerations.,2011-06-03
5530,Some critical concerns for adapting the Bilingual Aphasia Test to Bahasa Indonesia.,2011-06-03
5531,Effects of cognate status and language of therapy during intensive semantic naming treatment in a case of severe nonfluent bilingual aphasia.,2011-06-03
5532,Primary progressive aphasia in a bilingual speaker: a single-case study.,2011-06-03
5533,The effect of literacy on oral language processing: Implications for aphasia tests.,2011-06-03
5534,"Understanding the relationship between language proficiency, language impairment and rehabilitation: Evidence from a case study.",2011-06-03
5535,Language barriers in the community pharmacy: a survey of northern and western Auckland.,2011-06-01
5536,Addressing clinician-client mismatch: a preliminary intervention study with a bilingual Vietnamese-English preschooler.,2011-05-28
5537,Perceived health status of Francophones and Anglophones in an officially bilingual Canadian province.,2011-05-26
5538,Language and the bicultural dialectical self.,2011-05-25
5539,Bilingualism as a contributor to cognitive reserve: evidence from brain atrophy in Alzheimer's disease.,2011-05-21
5540,Internet-based approach to population screening for common hemoglobinopathies in United Arab Emirates.,2011-05-21
5541,Automatic estimation of the first subglottal resonance.,2011-05-17
5542,Psychometric evaluation of the Spanish and English versions of the spiritual coping strategies scale.,2011-05-13
5543,Assessment of second language proficiency in bilingual children with specific language impairment: a clinical perspective.,2011-05-10
5544,Neural bases of language switching in high and early proficient bilinguals.,2011-05-10
5545,Successful recruitment and retention of Latino study participants.,2011-05-05
5546,Cancer portal project: a multidisciplinary approach to cancer care among Hispanic patients.,2011-05-03
5547,Language-invariant verb processing regions in Spanish-English bilinguals.,2011-04-26
5548,Implicit language learning: Adults' ability to segment words in Norwegian.,2011-04-23
5549,Knowledge of a second language influences auditory word recognition in the native language.,2011-04-20
5550,Association between limited English proficiency and understanding prescription labels among five ethnic groups in California.,2011-04-15
5551,Adherence self report assessment in solid-organ pre and post transplant recipients.,2011-04-15
5552,Associations between preschool language and first grade reading outcomes in bilingual children.,2011-04-12
5553,"Subject-verb agreement, object clitics and wh-questions in bilingual French-Greek SLI: the case study of a French-Greek-speaking child with SLI.",2011-04-08
5554,K-12 educational outcomes of immigrant youth.,2011-04-07
5555,Effective instruction for English learners.,2011-04-07
5556,"Work-related complaints of arm, neck and shoulder among computer office workers in an Asian country: prevalence and validation of a risk-factor questionnaire.",2011-04-06
5557,Recruitment of Mexican American adults for an intensive diabetes intervention trial.,2011-04-06
5558,Processing words in two languages: An event-related brain potential study of proficient bilinguals.,2011-04-05
5559,The Fertility Quality of Life (FertiQoL) tool: development and general psychometric properties.,2011-04-05
5560,Language proficiency modulates the recruitment of non-classical language areas in bilinguals.,2011-04-02
5561,"Capacity of the Catalan and Spanish versions of the Bilingual Aphasia Test to distinguish between healthy aging, mild cognitive impairment and Alzheimer's disease.",2011-04-02
5562,Parallel recovery in a trilingual speaker: the use of the Bilingual Aphasia Test as a diagnostic complement to the Comprehensive Aphasia Test.,2011-04-02
5563,A comparison of the BAT and BDAE-SF batteries in determining the linguistic ability in Greek-speaking patients with Broca's aphasia.,2011-04-02
5564,Profiling performance in L1 and L2 observed in Greek-English bilingual aphasia using the Bilingual Aphasia Test: a case study from Cyprus.,2011-04-02
5565,Language assessment of a Farsi-Norwegian bilingual speaker with aphasia.,2011-04-02
5566,Impaired L1 and executive control after left basal ganglia damage in a bilingual Basque-Spanish person with aphasia.,2011-04-02
5567,Short-term memory stages in sign vs. speech: the source of the serial span discrepancy.,2011-04-01
5568,Local and global inhibition in bilingual word production: fMRI evidence from Chinese-English bilinguals.,2011-03-29
5569,Hemisphere lateralization is influenced by bilingual status and composition of words.,2011-03-29
5570,Dual language exposure and early bilingual development.,2011-03-23
5571,Neuromagnetic measures of word processing in bilinguals and monolinguals.,2011-03-19
5572,A Hebrew adaptation of the tinnitus handicap inventory.,2011-03-19
5573,Process of adaptation to Spanish of the Community Assessment of Psychic Experiences (CAPE).,2011-03-16
5574,Adapting the Assessing British Sign Language Development: Receptive Skills Test into American sign language.,2011-03-16
5575,[Course system and teaching practice of genomics].,2011-03-16
5576,A computerized education module improves patient knowledge and attitudes about appropriate antibiotic use for acute respiratory tract infections.,2011-03-12
5577,Neural basis of single-word reading in Spanish-English bilinguals.,2011-03-11
5578,Identifying residual speech sound disorders in bilingual children: a Japanese-english case study.,2011-03-10
5579,Measurement invariance of neuropsychological tests in diverse older persons.,2011-03-09
5580,Bilingual asynchronous online discussion groups: design and delivery of an eLearning distance study module for nurse academics in a developing country.,2011-03-08
5581,Sentence translation in proficient bilinguals: a direct electrostimulation brain mapping.,2011-03-08
5582,Town vs. gown: a direct comparison of community residents and student mock jurors.,2011-02-26
5583,Validation of the Pelvic Floor Inventories Leiden (PelFIs) in English.,2011-02-26
5584,Can a mind have two time lines? Exploring space-time mapping in Mandarin and English speakers.,2011-02-25
5585,A twofold strategy for translating a medical terminology into French.,2011-02-25
5586,Pushing the envelope for cultural appropriateness: does evidence support cultural tailoring in type 2 diabetes interventions for Mexican American adults?,2011-02-24
5587,Translating the insomnia severity index into Arabic.,2011-02-24
5588,"Measuring intimate partner violence among male and female farmworkers in San Diego County, CA.",2011-02-24
5589,Using peer education to increase sexual health knowledge among West African refugees in Western Australia.,2011-02-22
5590,A profile of US-Mexico border mobility among a stratified random sample of Hispanics living in the El Paso-Juarez area.,2011-02-22
5591,Verb morphology as clinical marker of specific language impairment: evidence from first and second language learners.,2011-02-22
5592,Barriers to blood donation in African communities in Australia: the role of home and host country culture and experience.,2011-02-22
5593,"How ""proficient"" is proficient? Subjective proficiency as a predictor of bilingual listeners' recognition of English words.",2011-02-19
5594,Lost in translation? Issues of content validity in interpreter-mediated aphasia assessments.,2011-02-19
5595,Development of semantic processes for academic language in foundation phase EAL learners.,2011-02-19
5596,[Deaf communities: patients or citizens?].,2011-02-18
5597,"Language, bilingualism, and executive functioning in early development.",2011-02-18
5598,"Literacy promotion for families participating in the women, infants and children program.",2011-02-16
5599,Working with translators and interpreters in research: lessons learned.,2011-02-12
5600,Comorbidity of anxiety and depressive disorders: a comparative population study in Western and non-Western inhabitants in the Netherlands.,2011-02-11
5601,Codeswitching techniques: evidence-based instructional practices for the ASL/English bilingual classroom.,2011-02-11
5602,"Language testing during awake ""anesthesia"" in a bilingual patient with brain lesion adjacent to Wernicke's area.",2011-02-04
5603,"""I want to be taking my own last breath"": patients' reflections on illness when presenting to the emergency department at the end of life.",2011-02-04
5604,Predicting bilingual Spanish-English children's phonological awareness abilities from their preschool English and Spanish oral language.,2011-02-01
5605,Between- and within-language priming is the same: evidence for shared bilingual syntactic representations.,2011-01-26
5606,Masked translation priming effects with low proficient bilinguals.,2011-01-26
5607,The role of subjective frequency in language switching: an ERP investigation using masked priming.,2011-01-26
5608,Immunization disparities by Hispanic ethnicity and language preference.,2011-01-26
5609,Activity levels in the left hemisphere caudate-fusiform circuit predict how well a second language will be learned.,2011-01-26
5610,A pilot study of a systematic method for translating patient satisfaction questionnaires.,2011-01-26
5611,[Electroencephalographic characteristic of cognitive-specific alerting attention in verbal learning--III: Localized characteristics of EEG spatial synchronization].,2011-01-25
5612,Interference in character processing reflects common perceptual expertise across writing systems.,2011-01-20
5613,Assessing deaf and hearing children's communication in Brazil.,2011-01-18
5614,The Kaiser Permanente Clinician Cultural and Linguistic Assessment Initiative: research and development in patient-provider language concordance.,2011-01-14
5615,Cross-cultural validation of the Falls Efficacy Scale International (FES-I) in Greek community-dwelling older adults.,2011-01-12
5616,Frequency drives lexical access in reading but not in speaking: the frequency-lag hypothesis.,2011-01-12
5617,A longitudinal study of the social and academic competence of economically disadvantaged bilingual preschool children.,2011-01-12
5618,Measuring immigration stress of first-generation female Korean immigrants in California: psychometric evaluation of Demand of Immigration Scale.,2011-01-08
5619,The effectiveness of culturally appropriate interventions to manage or prevent chronic disease in culturally and linguistically diverse communities: a systematic literature review.,2011-01-07
5620,[Phonological processing in preschool children. Test standardisation].,2011-01-06
5621,When leaf becomes neuter: event-related potential evidence for grammatical gender transfer in bilingualism.,2011-01-05
5622,Refractive errors in students from Middle Eastern backgrounds living and undertaking schooling in Australia.,2011-01-05
5623,Word Mapping and Executive Functioning in Young Monolingual and Bilingual Children.,2011-01-05
5624,Negative weight-based attitudes in treatment-seeking obese monolingual Hispanic patients with and without binge eating disorder.,2011-01-05
5625,Using Cognitive Interviewing and Behavioral Coding to Determine Measurement Equivalence across Linguistic and Cultural Groups: An Example from the International Tobacco Control Policy Evaluation Project.,2011-01-01
5626,Generation 1.5--a different kind of millennial student.,2011-01-01
5627,LANGUAGE- AND TALKER-DEPENDENT VARIATION IN GLOBAL FEATURES OF NATIVE AND NON-NATIVE SPEECH.,2011-01-01
5628,The Effect of Second-Language Experience on Native-Language Processing.,2011-01-01
5629,The emergence of autoclitic frames in atypically and typically developing children as a function of multiple exemplar instruction.,2011-01-01
5630,"[Health problems of the city of Split on the pages of the first newspaper written in Croatian language: ""Il Regio Dalmata-Kraglski Dalmatin"" (1806-1810): on the occasion of the 200th anniversary of termination of its publication].",2010-12-31
5631,[Dr Ivan Christoph Nepomuk Daubach-Daubachy de Dolje Surgeon General of the Kingdom of Croatia in the MaŽuranić-Brlić-RuŽić memorial library and collection in Rijeka].,2010-12-31
5632,Korean speech sound development in children from bilingual Japanese-Korean environments.,2010-12-31
5633,Adaptation and validation of the semi-structured interview for Psychological Autopsy (SSIPA) in Spanish.,2010-12-29
5634,911 (nueve once): Spanish-speaking parents' perspectives on prehospital emergency care for children.,2010-12-29
5635,Speech development after cochlear implantation in children from bilingual homes.,2010-12-24
5636,Adaptation and validation of the Spanish-language Trauma Symptom Inventory in Puerto Rico.,2010-12-22
5637,Comparing the rates of mental disorders among different linguistic groups in a representative Canadian population.,2010-12-18
5638,Bilingualism influences inhibitory control in auditory comprehension.,2010-12-17
5639,Assessing colorectal cancer screening knowledge at tribal fairs.,2010-12-17
5640,Transplant center provision of education and culturally and linguistically competent care: a national study.,2010-12-16
5641,Learning from radiation incidents: the new OTHEA website.,2010-12-15
5642,Errors on the WCST correlate with language proficiency scores in Spanish-English bilingual children.,2010-12-15
5643,Validation of the Brazilian Portuguese version of the Pittsburgh Sleep Quality Index.,2010-12-15
5644,When deaf signers read English: do written words activate their sign translations?,2010-12-15
5645,Usage frequencies of complement-taking verbs in Spanish and English: data from Spanish monolinguals and Spanish-English bilinguals.,2010-12-09
5646,[Online surveys at www.gesundheitsinformation.de: identifying the potential need for evidence-based health information].,2010-12-07
5647,"Barriers to participation in mental health research: are there specific gender, ethnicity and age related barriers?",2010-12-04
5648,The effects of bilingualism on toddlers' executive functioning.,2010-12-03
5649,Translation and linguistic validation of the korean version of the pelvic pain and urgency/frequency patient symptom scale.,2010-12-02
5650,Role of Spirituality in Coping with Breast Cancer: A Qualitative Study of Samoan Breast Cancer Survivors and their Supporters.,2010-12-01
5651,Identification of barriers to medication adherence in a Latino population.,2010-11-30
